id,project,project_other,parent,owner,ownership,province,country,region,status,steel_capacity,iron_capacity,process,equipment,url,lat,lng
SCN00116,"Jingzhou Qunli Metal Products Co., Ltd.",荆州市群力金属制品有限公司,"Jingzhou Chuhang Special Steel Products Co., Ltd. 30%, Jingzhou Daren Metal Products Co., Ltd. 30%, Jingzhou Youyuan Metal Products Co., Ltd. 30%, other 10% [100%]","Jingzhou Qunli Metal Products Co., Ltd.",N/A,Hubei,China,Asia Pacific,operating,1000,unknown,electric,EAF,"https://www.gem.wiki/Jingzhou_Qunli_Metal_Products_Co.,_Ltd._steel_plant",30.3505,112.353782
SCN00122,"Shiyan Fuyan Iron and Steel Co., Ltd.",十堰福堰钢铁有限公司,"Hubei Tiangang Recycling Industry Group Co., Ltd. [50.9%]; Other [49.2%]","Shiyan Fuyan Iron and Steel Co., Ltd.",N/A,Hubei,China,Asia Pacific,operating,600,N/A,electric,EAF,"https://www.gem.wiki/Shiyan_Fuyan_Iron_and_Steel_Co.,_Ltd._plant",32.650367,110.654794
SCN00123,"Shiyan Yunyang District Rongfeng Iron & Steel Co., Ltd.",十堰市郧阳区榕峰钢铁有限公司,"Shiyan Yunyang District Rongfeng Iron & Steel Co., Ltd. [100%]","Shiyan Yunyang District Rongfeng Iron & Steel Co., Ltd.",N/A,Hubei,China,Asia Pacific,operating,800,N/A,electric,EAF,"https://www.gem.wiki/Shiyan_Yunyang_District_Rongfeng_Iron_%26_Steel_Co.,_Ltd._plant",32.738598,110.793269
SCN00115,"WISCO Group Xiangyang Heavy Equipment Materials Co., Ltd.",武钢集团襄阳重型装备材料有限公司,"China Baowu Iron and Steel Group Co., Ltd. [100%]","WISCO Group Xiangyang Heavy Equipment Materials Co., Ltd.",full,Hubei,China,Asia Pacific,operating,500,N/A,electric,EAF,"https://www.gem.wiki/WISCO_Group_Xiangyang_Heavy_Equipment_Materials_Co.,_Ltd._steel_plant",32.10704,112.235621
SCN00111,"Wuhan Iron and Steel Co., Ltd.",宝武集团武汉钢铁有限公司,"Baoshan Iron and Steel Co., Ltd. [100%]","Wuhan Iron and Steel Co., Ltd.",partial,Hubei,China,Asia Pacific,operating,15910,14200,integrated_BF,"BF, BOF","https://www.gem.wiki/Wuhan_Iron_and_Steel_Co.,_Ltd._Qingshan_plant",30.616222,114.444975
SCN00111-1,"Wuhan Iron and Steel Co., Ltd. BF expansion",宝武集团武汉钢铁有限公司,"Baoshan Iron and Steel Co., Ltd. [100%]","Wuhan Iron and Steel Co., Ltd.",partial,Hubei,China,Asia Pacific,announced,N/A,5340,ironmaking_BF,BF,"https://www.gem.wiki/Wuhan_Iron_and_Steel_Co.,_Ltd._Qingshan_plant",30.616222,114.444975
SCN00114,"Wuhan Shunle Stainless Steel Co., Ltd.",武汉顺乐不锈钢有限公司,"Hubei Jinshenglan Investment Co., Ltd. [17%]; Other [83%]","Wuhan Shunle Stainless Steel Co., Ltd.",N/A,Hubei,China,Asia Pacific,operating,1200,unknown,electric,EAF,"https://www.gem.wiki/Wuhan_Shunle_Stainless_Steel_Co.,_Ltd._plant",30.394434,114.257701
SCN00124,"Yichang Fulong Iron & Steel Co., Ltd.",宜昌市福龙钢铁有限公司,"Hubei Rongfu Real Estate Group Co., Ltd. [50%]; Other [50%]","Yichang Fulong Iron & Steel Co., Ltd.",N/A,Hubei,China,Asia Pacific,operating,600,N/A,electric,EAF,"https://www.gem.wiki/Yichang_Fulong_Iron_%26_Steel_Co.,_Ltd._plant",30.586332,111.398846
SCN00127,"Hengyang Valin Steel Tube Co., Ltd.",衡阳华菱钢管有限公司,"Hunan Valin Steel Co.,Ltd. [100%]","Hengyang Valin Steel Tube Co., Ltd.",partial,Hunan,China,Asia Pacific,operating,1300,830,integrated_BF,"BF, EAF","https://www.gem.wiki/Hengyang_Valin_Steel_Tube_Co.,_Ltd._plant",26.865484,112.576853
SCN00126,"Hunan Valin Lianyuan Iron and Steel Co., Ltd.",湖南华菱涟源钢铁有限公司,"Hunan Valin Steel Co.,Ltd. [100%]","Hunan Valin Lianyuan Iron and Steel Co., Ltd.",partial,Hunan,China,Asia Pacific,operating,9000,7300,integrated_BF,"BF, BOF","https://www.gem.wiki/Hunan_Valin_Lianyuan_Iron_and_Steel_Co.,_Ltd._plant",27.747782,111.967343
SCN00125,"Hunan Valin Xiangtan Iron and Steel Co., Ltd.",湖南华菱湘潭钢铁有限公司,"Hunan Valin Steel Co.,Ltd. [100%]","Hunan Valin Lianyuan Iron and Steel Co., Ltd.",partial,Hunan,China,Asia Pacific,operating,7250,7400,integrated_BF,"BF, BOF","https://www.gem.wiki/Hunan_Valin_Xiangtan_Iron_and_Steel_Co.,_Ltd._plant",27.81413,112.897377
SCN00128,"Lengshuijiang Steel Co., Ltd.",冷水江钢铁有限责任公司,"Lengshujiang Xingbo Enterprise Management Co., Ltd. [51.5%]; Other [48.5%]","Lengshuijiang Steel Co., Ltd.",N/A,Hunan,China,Asia Pacific,operating,3000,3000,integrated_BF,"BF, BOF","https://www.gem.wiki/Lengshuijiang_Steel_Co.,_Ltd._plant",27.690401,111.437288
SCN00132,"Baotou Baoxin Special Steel Co., Ltd.",包头市宝鑫特钢有限责任公司,"Baotou Baoxin Special Steel Co., Ltd. [100%]","Baotou Baoxin Special Steel Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,operating,600,800,integrated_BF,"BF, BOF","https://www.gem.wiki/Baotou_Baoxin_Special_Steel_Co.,_Ltd._plant",41.362925,110.988771
SCN00134,"Baotou Da'an Iron and Steel Co., Ltd.",包头市大安钢铁有限责任公司,"Baotou Da'an Iron and Steel Co., Ltd. [100%]","Baotou Da'an Iron and Steel Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,operating,1100,1170,integrated_BF,"BF, BOF","https://www.gem.wiki/Baotou_Da%27an_Iron_and_Steel_Co.,_Ltd._plant",40.662343,109.698333
SCN00130,"Chifeng Yuanlian Steel Co., Ltd.",赤峰远联钢铁有限责任公司,"Tangshan Jiaqi International Trade Co., Ltd. [90%]; Chifeng Yuanjian Iron and Steel Industry Co., Ltd. [10%]","Chifeng Yuanlian Steel Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,operating,2450,3000,integrated_BF,"BF, BOF","https://www.gem.wiki/Chifeng_Yuanlian_Steel_Co.,_Ltd._plant",42.278115,119.015289
SCN00295,"Chifeng Zhongtang Special Steel Co., Ltd. BF",赤峰中唐特钢有限公司,"Tangshan Jinma Iron & Steel Group Co., Ltd. [51%]; Hainan Mingbo Investment Co., Ltd. [48%]; Other [1%]","Chifeng Zhongtang Special Steel Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,operating,N/A,2740,ironmaking_BF,BF,"https://www.gem.wiki/Chifeng_Zhongtang_Special_Steel_Co.,_Ltd._plant",41.834064,119.281883
SCN00295-1,"Chifeng Zhongtang Special Steel Co., Ltd. BOF",赤峰中唐特钢有限公司,"Tangshan Jinma Iron & Steel Group Co., Ltd. [51%]; Hainan Mingbo Investment Co., Ltd. [48%]; Other [1%]","Chifeng Zhongtang Special Steel Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,construction,2700,N/A,oxygen,BOF,"https://www.gem.wiki/Chifeng_Zhongtang_Special_Steel_Co.,_Ltd._plant",41.834064,119.281883
SCN00131,"Inner Mongolia Baotou Jiyu Iron and Steel Co., Ltd.",包头市吉宇钢铁有限责任公司,"Inner Mongolia Jiyu Holding (Group) Co., Ltd. [49%]; Other [51%]","Inner Mongolia Baotou Jiyu Iron and Steel Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,operating,900,750,integrated_BF,"BF, BOF","https://www.gem.wiki/Inner_Mongolia_Baotou_Jiyu_Iron_and_Steel_Co.,_Ltd._plant",40.662343,109.696243
SCN00131-1,"Inner Mongolia Baotou Jiyu Iron and Steel Co., Ltd. BF and BOF expansion",包头市吉宇钢铁有限责任公司,"Inner Mongolia Jiyu Holding (Group) Co., Ltd. [49%]; Other [51%]","Inner Mongolia Baotou Jiyu Iron and Steel Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,construction,1250,1130,integrated_BF,"BF, BOF","https://www.gem.wiki/Inner_Mongolia_Baotou_Jiyu_Iron_and_Steel_Co.,_Ltd._plant",40.9019,110.336253
SCN00129,"Inner Mongolia BaoTou Steel Union Co., Ltd.",内蒙古包钢钢联股份有限公司,"Inner Mongolia BaoTou Steel Union Co.,Ltd [38.1%]; Other [62%]","Inner Mongolia BaoTou Steel Union Co.,Ltd.",partial,Inner Mongolia,China,Asia Pacific,operating,17500,15900,integrated_BF,"BF, BOF","https://www.gem.wiki/Inner_Mongolia_BaoTou_Steel_Union_Co.,Ltd._plant",40.647997,109.740898
SCN00129-1,"Inner Mongolia BaoTou Steel Union Co., Ltd. BOF expansion",内蒙古包钢钢联股份有限公司,"Inner Mongolia BaoTou Steel Union Co.,Ltd [38.1%]; Other [62%]","Inner Mongolia BaoTou Steel Union Co.,Ltd.",partial,Inner Mongolia,China,Asia Pacific,announced,1350,N/A,oxygen,BOF,"https://www.gem.wiki/Inner_Mongolia_BaoTou_Steel_Union_Co.,Ltd._plant",40.647997,109.740898
SCN00129-2,"Inner Mongolia BaoTou Steel Union Co., Ltd. EAF expansion",内蒙古包钢钢联股份有限公司,"Inner Mongolia BaoTou Steel Union Co.,Ltd [38.1%]; Other [62%]","Inner Mongolia BaoTou Steel Union Co.,Ltd.",partial,Inner Mongolia,China,Asia Pacific,announced,750,N/A,electric,EAF,"https://www.gem.wiki/Inner_Mongolia_BaoTou_Steel_Union_Co.,Ltd._plant",40.647997,109.740898
SCN00133,"Inner Mongolia Desheng Metal Products Co., Ltd.",内蒙古德晟金属制品有限公司,"Inner Mongolia Desheng Industrial Group Co., Ltd. [57.1%]; Other [42.9%]","Inner Mongolia Desheng Metal Products Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,operating,1095,1080,integrated_BF,"BF, BOF","https://www.gem.wiki/Inner_Mongolia_Desheng_Metal_Products_Co.,_Ltd._steel_plant",39.867015,106.890377
SCN00323,"Inner Mongolia Mingtuo Ferrite New Material Co., Ltd.",内蒙古明拓铁素体新材料有限公司,"Beijing Dow Investment Holdings Co., Ltd. [81.3%]; China National Minerals Co., Ltd. [15.7%]; Other [3%]","Inner Mongolia Mingtuo Ferrite New Material Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,announced,800,N/A,electric,EAF,"https://www.gem.wiki/Mingtuo_Ferritic_Stainless_Steel_Co.,_Ltd._plant",40.597557,109.683202
SCN00323-1,"Inner Mongolia Mingtuo Ferrite New Material Co., Ltd. BF expansion",内蒙古明拓铁素体新材料有限公司,"Beijing Dow Investment Holdings Co., Ltd. [81.3%]; China National Minerals Co., Ltd. [15.7%]; Other [3%]","Inner Mongolia Mingtuo Ferrite New Material Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,announced,N/A,1100,electric,EAF,"https://www.gem.wiki/Mingtuo_Ferritic_Stainless_Steel_Co.,_Ltd._plant",40.597557,109.683202
SCN00359,"Inner Mongolia Wanzhou Special Steel Co., Ltd.",内蒙古万洲特钢有限责任公司,"Zjmc (Beijing) New Energy Technology Co., Ltd. [48.8%]; Other [51.2%]","Inner Mongolia Wanzhou Special Steel Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,announced,575,N/A,electric,EAF,"https://www.gem.wiki/Inner_Mongolia_Wanzhou_Special_Steel_Co.,_Ltd._plant",40.977329,110.022924
SCN00135,"Inner Mongolia Yaxin Longshun Special Steel Co., Ltd.",内蒙古亚新隆顺特钢有限公司,"Inner Mongolia Baotou Jiyu Iron and Steel Co., Ltd. [100%]","Inner Mongolia Yaxin Longshun Special Steel Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,operating,2000,2000,integrated_BF,"BF, BOF","https://www.gem.wiki/Inner_Mongolia_Yaxin_Longshun_Special_Steel_Co.,_Ltd._plant",40.689778,110.214707
SCN00135-1,"Inner Mongolia Yaxin Longshun Special Steel Co., Ltd. BF expansion",内蒙古亚新隆顺特钢有限公司,"Inner Mongolia Baotou Jiyu Iron and Steel Co., Ltd. [100%]","Inner Mongolia Yaxin Longshun Special Steel Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,announced,N/A,1430,ironmaking_BF,BF,"https://www.gem.wiki/Inner_Mongolia_Yaxin_Longshun_Special_Steel_Co.,_Ltd._plant",40.689778,110.214707
SCN00308,"Wuhai Baogang Wanteng Iron and Steel Co., Ltd.",乌海市包钢万腾钢铁有限责任公司,"Beijing Jianlong Investment Co., Ltd. [45.8%]; Inner Mongolia Yellow River Energy Technology Group Co., Ltd. [32.8%]; Fosun International Ltd. [16.9%]; Other [4.6%]","Wuhai Baogang Wanteng Iron and Steel Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,operating,2000,2000,integrated_BF,"BF, BOF","https://www.gem.wiki/Wuhai_Baogang_Wanteng_Iron_and_Steel_Co.,_Ltd._plant",39.855971,106.886647
SCN00322,"Wulanhot Steel Co., Ltd.",乌兰浩特钢铁有限责任公司,"Jingye Group Co., Ltd. [100%]","Wulanhot Steel Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,operating,1050,1300,integrated_BF,"BF, BOF","https://www.gem.wiki/Wulanhot_Steel_Co.,_Ltd._plant",46.055685,122.063282
SCN00322-2,"Wulanhot Steel Co., Ltd. BF expansion",乌兰浩特钢铁有限责任公司(装备置换项目）,"Jingye Group Co., Ltd. [100%]","Wulanhot Steel Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,construction,N/A,1130,ironmaking_BF,BF,"https://www.gem.wiki/Wulanhot_Steel_Co.,_Ltd._plant",46.055685,122.063283
SCN00322-1,"Wulanhot Steel Co., Ltd. BOF expansion",乌兰浩特钢铁有限责任公司(装备置换项目）,"Jingye Group Co., Ltd. [100%]","Wulanhot Steel Co., Ltd.",N/A,Inner Mongolia,China,Asia Pacific,operating,1350,N/A,oxygen,BOF,"https://www.gem.wiki/Wulanhot_Steel_Co.,_Ltd._plant",46.055685,122.063283
SCN00143,"Changshu Longteng Special Steel Co., Ltd.",常熟市龙腾特种钢有限公司,"Changshu Longteng Special Steel Co., Ltd. [100%]","Changshu Longteng Special Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,3180,2829,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Changshu_Longteng_Special_Steel_Co.,_Ltd._plant",31.723833,120.835685
SCN00143-1,"Changshu Longteng Special Steel Co., Ltd. EAF expansion",常熟市龙腾特种钢有限公司,"Changshu Longteng Special Steel Co., Ltd. [100%]","Changshu Longteng Special Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,announced,863,N/A,electric,EAF,"https://www.gem.wiki/Changshu_Longteng_Special_Steel_Co.,_Ltd._plant",31.723833,120.835685
SCN00150,"Changzhou Eastern Special Steel Co., Ltd.",常州东方特钢有限公司,"Changzhou Dongrun Special Steel Co., Ltd. [90%]; Other [10%]","Changzhou Eastern Special Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,3600,2600,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Changzhou_Eastern_Special_Steel_Co.,_Ltd._plant",31.602554,119.724256
SCN00150-1,"Changzhou Eastern Special Steel Co., Ltd. BF and BOF expansion",常州东方特钢有限公司,"Changzhou Dongrun Special Steel Co., Ltd. [90%]; Other [10%]","Changzhou Eastern Special Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,announced,2300,1560,integrated_BF,"BF, BOF","https://www.gem.wiki/Changzhou_Eastern_Special_Steel_Co.,_Ltd._plant",31.602554,119.724256
SCN00151,"Danyang Longjiang Steel Co., Ltd.",丹阳龙江钢铁有限公司,"Hong Kong Fortune Dynasty Co., Ltd. [67.2%]; Other [32.8%]","Danyang Longjiang Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,1500,1500,integrated_BF,"BF, BOF","https://www.gem.wiki/Danyang_Longjiang_Steel_Co.,_Ltd._plant",32.027791,119.57706
SCN00145,"Jiangsu Binxin Steel Group Co., Ltd.",江苏省镔鑫钢铁集团有限公司,"Liangyungang Ganyu Zhongcheng Investment Co., Ltd. [87.3%]; Other [12.7%]","Jiangsu Binxin Special Steel Material Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,4500,4000,integrated_BF,"BF, BOF","https://www.gem.wiki/Jiangsu_Binxin_Steel_Group_Co.,_Ltd.",35.09556,119.279989
SCN00145-1,"Jiangsu Binxin Steel Group Co., Ltd. BF expansion",江苏省镔鑫钢铁集团有限公司,"Liangyungang Ganyu Zhongcheng Investment Co., Ltd. [87.3%]; Other [12.7%]","Jiangsu Binxin Special Steel Material Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,construction,N/A,1150,ironmaking_BF,BF,"https://www.gem.wiki/Jiangsu_Binxin_Steel_Group_Co.,_Ltd.",35.09556,119.279989
SCN00148,"Jiangsu Changqiang Iron & Steel Co., Ltd.",江苏长强钢铁有限公司（江苏新长江实业集团有限公司）,"Jiangyin Changqi Investment Partnership (Limited Partnership) [65%]; CHANGHONG INTERNATIONAL INVESTMENT CO., LIMITED [25%]; Jiangsu New Yangtze Industrial Group Co., Ltd. [10%]","Jiangsu Changqiang Iron & Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,2000,1700,integrated_BF,"BF, BOF","https://www.gem.wiki/Jiangsu_Changqiang_Iron_%26_Steel_Co.,_Ltd._plant",31.952064,120.189749
SCN00317,"Jiangsu Delong Nickel Industry Co., Ltd.",江苏德龙镍业有限公司,"Jiangsu Delong Nickel Industry Co., Ltd. [100%]","Jiangsu Delong Nickel Industry Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,1120,unknown,integrated_unknown,EAF,"https://www.gem.wiki/Jiangsu_Delong_Nickel_Industry_Co.,_Ltd._plant",34.443469,119.816574
SCN00317-1,"Jiangsu Delong Nickel Industry Co., Ltd. EAF expansion",江苏德龙镍业有限公司(二期）,"Jiangsu Delong Nickel Industry Co., Ltd. [100%]","Jiangsu Delong Nickel Industry Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,1350,N/A,electric,EAF,"https://www.gem.wiki/Jiangsu_Delong_Nickel_Industry_Co.,_Ltd._plant",34.443469,119.816575
SCN00355,"Jiangsu Hongtai Iron and Steel Co., Ltd.",江苏鸿泰钢铁有限公司,"Jiangsu Hongtai Iron and Steel Co., Ltd. [100%]","Jiangsu Hongtai Iron and Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,1575,N/A,electric,EAF,"https://www.gem.wiki/Jiangsu_Hongtai_Iron_and_Steel_Co.,_Ltd._plant",32.138393,119.554693
SCN00137,"Jiangsu Shagang Group Huaigang Special Steel Co., Ltd.",江苏沙钢集团淮钢特钢股份有限公司,"Jiangsu Shagang Co., Ltd. [63.8%]; Jiangsu Shagang Group Co., Ltd. [36.2%]","Jiangsu Shagang Group Huaigang Special Steel Co., Ltd.",partial,Jiangsu,China,Asia Pacific,operating,3387,2440,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Jiangsu_Shagang_Group_Huaigang_Special_Steel_Co.,_Ltd._plant",33.566039,118.988442
SCN00137-1,"Jiangsu Shagang Group Huaigang Special Steel Co., Ltd. BF and EAF expansion",江苏沙钢集团淮钢特钢股份有限公司,"Jiangsu Shagang Co., Ltd. [63.8%]; Jiangsu Shagang Group Co., Ltd. [36.2%]","Jiangsu Shagang Group Huaigang Special Steel Co., Ltd.",partial,Jiangsu,China,Asia Pacific,announced,650,1220,integrated_BF,"BF, EAF","https://www.gem.wiki/Jiangsu_Shagang_Group_Huaigang_Special_Steel_Co.,_Ltd._plant",33.566039,118.988442
SCN00137-2,"Jiangsu Shagang Group Huaigang Special Steel Co., Ltd. BF expansion",江苏沙钢集团淮钢特钢股份有限公司,"Jiangsu Shagang Co., Ltd. [63.8%]; Jiangsu Shagang Group Co., Ltd. [36.2%]","Jiangsu Shagang Group Huaigang Special Steel Co., Ltd.",partial,Jiangsu,China,Asia Pacific,announced,N/A,1220,ironmaking_BF,BF,"https://www.gem.wiki/Jiangsu_Shagang_Group_Huaigang_Special_Steel_Co.,_Ltd._plant",33.566039,118.988442
SCN00144,Jiangsu Shente Steel Co. Ltd.,江苏申特钢铁有限公司,"Jiangsu Delong Nickel Industry Co., Ltd. [100%]",Jiangsu Shente Steel Co. Ltd.,N/A,Jiangsu,China,Asia Pacific,operating,2700,2250,integrated_BF,"BF, BOF",https://www.gem.wiki/Jiangsu_Shente_Steel_Co._Ltd._plant,31.471123,119.485941
SCN00156,"Jiangsu Suxin Special Steel Group Co., Ltd.",江苏苏信特钢有限公司,"Suzhou Riyisheng Environment Protection Technology Co., Ltd. [100%]","Jiangsu Suxin Special Steel Group Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,1000,550,integrated_BF,"BF, EAF","https://www.gem.wiki/Jiangsu_Suxin_Special_Steel_Group_Co.,_Ltd._plant",31.400644,120.475103
SCN00147,"Jiangsu Xugang Iron and Steel Group Co., Ltd.",江苏徐钢钢铁集团有限公司,"Jiangsu Xugang Iron and Steel Group Co., Ltd. [100%]","Jiangsu Xugang Iron and Steel Group Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,3050,3080,integrated_BF,"BF, BOF","https://www.gem.wiki/Jiangsu_Xugang_Iron_and_Steel_Group_Co.,_Ltd.",34.577016,117.339638
SCN00154,"Jiangyin Huaxi Iron and Steel Co., Ltd.",江阴华西钢铁有限公司,"Jiangsu Xinhuaxi Iron and Steel Group Co., Ltd. [100%]","Jiangyin Huaxi Iron and Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,1500,1500,integrated_BF,"BF, BOF","https://www.gem.wiki/Jiangyin_Huaxi_Iron_and_Steel_Co.,_Ltd._plant",31.816482,120.424347
SCN00315,"Jiangyin Xicheng Steel Co., Ltd.",江阴市西城钢铁有限公司,"Jiangsu Xicheng Sanlian Holding Group Co., Ltd. [100%]","Jiangyin Xicheng Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,1150,N/A,electric,EAF,"https://www.gem.wiki/Jiangyin_Xicheng_Steel_Co.,_Ltd._plant",31.892299,120.198394
SCN00140,"Jiangyin Xingcheng Special Steel Works Co., Ltd.",江阴兴澄特种钢铁有限公司,"Citic Pacific Special Steel Group Co., Ltd [100%]","Jiangyin Xingcheng Special Steel Works Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,6900,5000,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Jiangyin_Xingcheng_Special_Steel_Works_Co.,_Ltd._plant",31.950191,120.328449
SCN00140-1,"Jiangyin Xingcheng Special Steel Works Co., Ltd. BF expansion",江阴兴澄特种钢铁有限公司,"Citic Pacific Special Steel Group Co., Ltd [100%]","Jiangyin Xingcheng Special Steel Works Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,announced,N/A,1330,ironmaking_BF,BF,"https://www.gem.wiki/Jiangyin_Xingcheng_Special_Steel_Works_Co.,_Ltd._plant",31.950191,120.328449
SCN00140-2,"Jiangyin Xingcheng Special Steel Works Co., Ltd. BF expansion",江阴兴澄特种钢铁有限公司,"Citic Pacific Special Steel Group Co., Ltd [100%]","Jiangyin Xingcheng Special Steel Works Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,N/A,1180,ironmaking_BF,BF,"https://www.gem.wiki/Jiangyin_Xingcheng_Special_Steel_Works_Co.,_Ltd._plant",31.950191,120.328449
SCN00141,"Lianfeng Steel (Zhangjiagang) Co., Ltd.",联峰钢铁（张家港）有限公司,"Jiangsu Yonggang Group Co., Ltd. [62.1%]; Swift (HK) Group Co Ltd [37.9%]","Lianfeng Steel (Zhangjiagang) Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,9000,7550,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Jiangsu_Yonggang_Group_Co.,_Ltd._steel_plant",31.855205,120.730505
SCN00141-1,"Lianfeng Steel (Zhangjiagang) Co., Ltd. BF expansion",联峰钢铁（张家港）有限公司,"Jiangsu Yonggang Group Co., Ltd. [62.1%]; Swift (HK) Group Co Ltd [37.9%]","Lianfeng Steel (Zhangjiagang) Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,construction,N/A,1203,ironmaking_BF,BF,"https://www.gem.wiki/Jiangsu_Yonggang_Group_Co.,_Ltd._steel_plant",31.855205,120.730505
SCN00141-2,"Lianfeng Steel (Zhangjiagang) Co., Ltd. BF expansion",联峰钢铁（张家港）有限公司,"Jiangsu Yonggang Group Co., Ltd. [62.1%]; Swift (HK) Group Co Ltd [37.9%]","Lianfeng Steel (Zhangjiagang) Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,announced,N/A,1203,ironmaking_BF,BF,"https://www.gem.wiki/Jiangsu_Yonggang_Group_Co.,_Ltd._steel_plant",31.855205,120.730505
SCN00141-3,"Lianfeng Steel (Zhangjiagang) Co., Ltd. BOF expansion",联峰钢铁（张家港）有限公司,"Jiangsu Yonggang Group Co., Ltd. [62.1%]; Swift (HK) Group Co Ltd [37.9%]","Lianfeng Steel (Zhangjiagang) Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,announced,1800,N/A,oxygen,BOF,"https://www.gem.wiki/Jiangsu_Yonggang_Group_Co.,_Ltd._steel_plant",31.855205,120.730505
SCN00158,"Lianyungang Huale Alloy Group Co., Ltd.",连云港华乐合金集团有限公司,"Lianyungang Huale Alloy Group Co., Ltd. [100%]","Lianyungang Huale Alloy Group Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,620,460,integrated_BF,"BF, BOF","https://www.gem.wiki/Lianyungang_Huale_Alloy_Co.,_Ltd._steel_plant",34.607964,119.447626
SCN00146,"Lianyungang Xingxin Iron and Steel Co., Ltd.",连云港兴鑫钢铁有限公司,"Lianyungang Xingxin Iron and Steel Co., Ltd. [100%]","Lianyungang Xingxin Iron and Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,3000,3000,integrated_BF,"BF, BOF","https://www.gem.wiki/Lianyungang_Xingxin_Iron_and_Steel_Co.,_Ltd._plant",34.38381,119.786878
SCN00316,"Lianyungang Yaxin Iron and Steel Co., Ltd.",连云港亚新钢铁有限公司,"Lianyungang Yaxin Iron and Steel Co., Ltd. [100%]","Lianyungang Yaxin Iron and Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,3000,2800,integrated_BF,"BF, BOF","https://www.gem.wiki/Lianyungang_Yaxin_Iron_and_Steel_Co.,_Ltd._plant",34.423786,119.778311
SCN00351,"Liyang Baorun Steel Co., Ltd.",溧阳宝润钢铁有限公司,"Jiangsu Delong Nickel Industry Co., Ltd. [100%]","Liyang Baorun Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,announced,2760,N/A,electric,EAF,"https://www.gem.wiki/Liyang_Baorun_Steel_Co.,_Ltd._plant",31.471123,119.485941
SCN00139,"Nanjing Iron & Steel Co., Ltd.",南京钢铁股份有限公司,"Nanjing Iron & Steel Co., Ltd. [57.2%]; Other [42.9%]","Nanjing Iron & Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,10000,9000,integrated_BF,"BF, BOF","https://www.gem.wiki/Nanjing_Iron_%26_Steel_Co.,_Ltd._plant",32.200797,118.746315
